Name,Meaning,Gender,Origin,Similar
Nilakshi,Blue-eyed,Female,Indian,-
Nilam,Blue Sapphire,Female,Indian,-
Nilambaj,N/A,Male,Indian,-
Nilambari,Clothed in Blue,Female,Indian,-
Nilamber,N/A,Male,Indian,-
Nilamegh,N/A,Male,Indian,-
Nilan,Moon; Handsome,Male,Indian,-
Nilani,N/A,Male,Indian,-
Nilani,Enchanting Moon,Female,Indian,-
Nilanjan,With Blue Eyes,Male,Indian,-
Nilanjana,One with Blue Eyes,Female,Indian,-
Nilanshi,Part of Lord Shiva; Blue Ansh,Female,Indian,-
Nilaratan,N/A,Male,Indian,-
Nilaruna,The First Light of the Dawn,Female,Indian,-
Nilasha,Blueness,Female,Indian,-
Nilashri,Blue Beauty,Female,Indian,-
Nilav,Sing of Love Shining in Sky,Male,Indian,-
Nilavan,Moon; Handsome,Male,Indian,-
Nilavany,N/A,Male,Indian,-
Nilavarasi,Beautiful Queen Like the Moon,Female,Indian,-
Nilavoli,Ray of Light from the Moon,Female,Indian,-
Nilax,A Name of Lord Shiv,Male,Indian,-
Nilay,Heaven; Home,Male,Indian,-
Nilaya,Home,Male,Indian,-
Nilaya,Home,Female,Indian,-
Nilayan,Blue Eyes Boy,Male,Indian,-
Nileema,A Beauty by Its Blue Reflection,Female,Indian,-
Nileen,Surrendered,Female,Indian,-
Niles,Champion; Son of Neil; People's Victory; Smooth; Passionate,Male,Indian,-
Nilesh,Krishna; Blue God,Male,Indian,-
Nilidan,N/A,Male,Indian,-
Nilikey,N/A,Male,Indian,-
Nilima,Blue,Female,Indian,-
Nilini,Perpetrator of the Kuru Race,Female,Indian,-
Nilothpal,Heaven,Male,Indian,-
Nilotpal,Blue Lotus,Male,Indian,-
Niloufer,A Celestial,Female,Indian,-
Nilshikha,Blue Mountain's Top,Female,Indian,-
Nilufar,N/A,Male,Indian,-
Nilutha,Providing Water,Female,Indian,-
Nima,The Mother of Kabir; To Adjust,Female,Indian,-
Nimaat,Blessings; Loans,Female,Indian,-
Nimai,Chaitanya,Male,Indian,-
Nimai,Blueness,Female,Indian,-
Nimal,N/A,Male,Indian,-
Nimalan,Lord Murugan,Male,Indian,-
Nimansh,Krishna; Blue God,Male,Indian,-
Nimay,Half,Male,Indian,-
Nimayak,Lord of Gem,Female,Indian,-
Nimayak,N/A,Male,Indian,-
Nimeesha,Split Second,Female,Indian,-
Nimesh,Momentary,Male,Indian,-
Nimi,Rama's Ancestor,Male,Indian,-
Nimi,Friend of Fire,Female,Indian,-
Nimin,N/A,Male,Indian,-
Nimish,Spilt-second,Male,Indian,-
Nimisha,Twinkling of an Eye,Female,Indian,-
Nimit,Destiny,Male,Indian,-
Nimita,Fixed,Female,Indian,-
Nimmi,Home,Female,Indian,-
Nimmit,N/A,Male,Indian,-
Nimmy,Sparkling of Eye,Female,Indian,-
Nimrit,Humble,Female,Indian,-
Nina,Lovely-eyed,Female,Indian,-
Ninaad,Noise,Male,Indian,-
Ninad,Sound; Gentle Sound of Water,Male,Indian,-
Ninadha,N/A,Male,Indian,-
Ninarika,Misty,Female,Indian,-
Ninni,Sweet,Female,Indian,-
Niobe,N/A,Male,Indian,-
Nipa,One who Watches over,Female,Indian,-
Nipeksha,Calm,Female,Indian,-
Nippu,Fire,Male,Indian,-
Nippun,Perfect,Male,Indian,-
Nipun,Expert,Male,Indian,-
Nipuna,N/A,Male,Indian,-
Nipuna,Perfect,Female,Indian,-
Nira,Plowed Field; Of the Loom; Consisting of Water; Juice; Liquor,Female,Indian,-
Niraalaa,Exceptional,Female,Indian,-
Niraamay,Pure,Male,Indian,-
Niraamayee,Momentary,Female,Indian,-
Nirabadha,Trouble-less; Painless; Harmless,Male,Indian,-
Nirad,Given by Water; Cloud,Male,Indian,-
Niradhara,Without Support; Independent,Male,Indian,-
Niradhara,Calm,Female,Indian,-
Niradhari,Without Support; Independent,Female,Indian,-
Nirag,N/A,Male,Indian,-
Niraga,N/A,Male,Indian,-
Niragha,Sinless; Faultless,Female,Indian,-
Niraghan,Sinless; Faultless,Male,Indian,-
Niragi,N/A,Female,Indian,-
Nirahankara,She who is without Egoism,Female,Indian,-
Nirahankara,Ego-less,Male,Indian,-
Niraimadhi,Full Moon,Female,Indian,-
Niraimathi,Full Moon,Female,Indian,-
Niraj,Lotus Flower,Male,Indian,-
Nirajaksha,Lotus Eyed,Male,Indian,-
Nirajakshi,Lotus Eyed,Female,Indian,-
Nirajit,Illuminated,Male,Indian,-
Nirakul,Sorrowless,Male,Indian,-
Nirakula,Unconfused; Unaffected,Male,Indian,-
Nirakula,She who is without Agitation,Female,Indian,-
Niral,Calm,Female,Indian,-
Niral,Unique,Male,Indian,-
Nirala,Unique,Male,Indian,-
Niralamba,Without Support; Independent,Male,Indian,-
Nirali,Different,Female,Indian,-
Niramalaa,Pure,Female,Indian,-
Niramay,Without Blemish,Male,Indian,-
Niramayee,Pure; Clean; Spotless,Female,Indian,-
Niramitra,Son of Pandava Sahadeva,Male,Indian,-
Niranat,Lotus Flower,Male,Indian,-
Niranja,N/A,Male,Indian,-
Niranjan,Simple; Name of a River; Goddess Durga; The Night of the Full Moon,Male,Indian,-
Niranjana,Spotless; Pure,Male,Indian,-
Niranjana,Name of a River; Goddess Durga; The Night of the Full Moon,Female,Indian,-
Niranjani,Epitome of Hotness,Male,Indian,-
Niranjani,Epitome of Hotness,Female,Indian,-
Niranjini,Without Blemish,Female,Indian,-
Nirankar,With No Shape; God,Male,Indian,-
Nirantak,Lord Shiv; Shiv,Male,Indian,-
Nirantara,Uninterrupted; Without Interior,Male,Indian,-
Nirantara,Uninterrupted; Without Interior,Female,Indian,-
Niranthar,N/A,Male,Indian,-
Nirapaya,Imperishable,Male,Indian,-
Nirargala,Unimpeded,Male,Indian,-
Nirargala,Unimpeded,Female,Indian,-
Nirat,Pleased; Satisfied,Male,Indian,-
Nirav,Without Sound; Quiet,Male,Indian,-
Niravadhi,Endless; Limitless,Male,Indian,-
Niravi,N/A,Female,Indian,-
Nirban,Simple; Emancipated from the World,Male,Indian,-
Nirbha,To Shining Forth; Appearance,Female,Indian,-
Nirbhava,Birth-less,Male,Indian,-
Nirbhay,Fearless,Male,Indian,-
Nirbhaya,Fearless,Male,Indian,-
Nirbheda,Without Differentiation,Male,Indian,-
Nirbheda,Without Differentiation,Female,Indian,-
Nirbhedini,Without Differentiation,Female,Indian,-
Nirbheek,Fearless,Male,Indian,-
Nirbheet,Fearless,Male,Indian,-
Nirbhik,Fearless,Male,Indian,-
Nirdhar,One who Holds Water; Cloud,Male,Indian,-
Nirdosh,Without Defect; Faultless,Male,Indian,-
Nirdosha,Without Defect; Faultless,Male,Indian,-
Nireeksha,Hope; Expectation,Female,Indian,-
Nireekshat,Expected,Male,Indian,-
Nirek,Superior,Male,Indian,-
Niren,N/A,Male,Indian,-
Nirendra,N/A,Male,Indian,-
Nirendranath,Fearless,Male,Indian,-
Nirgranth,Simple Behaviour,Male,Indian,-
Nirgun,The God,Male,Indian,-
Nirguna,Attribute-less,Female,Indian,-
Nirguna,Attribute-less,Male,Indian,-
Nirijhar,Waterfall,Male,Indian,-
Niriksha,Unseen; Expectation; Hope,Female,Indian,-
Nirish,Free; Without Any Owner,Male,Indian,-
Nirja,Goddess Laxmi,Female,Indian,-
Nirjala,Peace of Water,Female,Indian,-
Nirjara,Young; Not Becoming Old,Female,Indian,-
Nirjhar,N/A,Male,Indian,-
Nirjhara,Immortal,Female,Indian,-
Nirjvar,Healthy,Male,Indian,-
Nirlepa,Stainless,Male,Indian,-
Nirlipth,N/A,Male,Indian,-
Nirlobh,Without Greed,Male,Indian,-
Nirlobha,Without Greed,Male,Indian,-
Nirma,Neat; Clean,Female,Indian,-
Nirmada,Who is without Pride,Female,Indian,-
Nirmada,Passionless; Pride-less,Male,Indian,-
Nirmail,Without Stain,Male,Indian,-
Nirmal,Clean; Pure,Male,Indian,-
Nirmala,Clean; Virtuous,Female,Indian,-
Nirmala,Clean; Pure,Male,Indian,-
Nirmalakumari,Pure; Unbiased,Female,Indian,-
Nirmalan,N/A,Male,Indian,-
Nirmalarani,Goddess Durga,Female,Indian,-
Nirmalya,Pure,Male,Indian,-
Nirmalya,N/A,Female,Indian,-
Nirmama,Without Mineness,Male,Indian,-
Nirman,The Egoless; Humble; Design; Creation,Male,Indian,-
Nirman,The Ego-less; Humble,Female,Indian,-
Nirmantu,Innocent,Male,Indian,-
Nirmanyu,Free of Anger,Male,Indian,-
Nirmay,Pure,Male,Indian,-
Nirmay,Pure,Female,Indian,-
Nirmayi,Without Blemish,Female,Indian,-
Nirmeet,Created,Male,Indian,-
Nirmesh,N/A,Male,Indian,-
Nirmit,Created,Male,Indian,-
Nirmita,Created,Female,Indian,-
Nirmitha,Created,Female,Indian,-
Nirmiti,New Construction,Female,Indian,-
Nirmla,N/A,Male,Indian,-
Nirmoh,Free from Illusion; Undeluded,Male,Indian,-
Nirmoha,Free from Illusion; Undeluded,Male,Indian,-
Nirmohi,Unattached,Male,Indian,-
Nirmohini,Free from Illusion; Undeluded,Female,Indian,-
Nirnasha,Deathless,Male,Indian,-
Nirnashini,Deathless,Female,Indian,-
Nirnay,To Decide,Male,Indian,-
Nirodha,Restraint,Male,Indian,-
Nirogi,Without Illness,Male,Indian,-
Niroop,Shape-less,Male,Indian,-
Nirosha,Pious,Female,Indian,-
Niru,Water,Female,Indian,-
Niruaimi,Beloved Beautiful Light,Female,Indian,-
Niruban,N/A,Male,Indian,-
Niruj,Disease-less; Healthy,Male,Indian,-
Niruja,Disease-less; Healthy,Male,Indian,-
Nirup,Air; Wind; Formless Aspect of God,Male,Indian,-
Nirupa,A Decree; Command,Female,Indian,-
Nirupadhih,She who has No Limitations,Female,Indian,-
Nirupam,Without Comparison,Male,Indian,-
Nirupama,Unique; Uncomparable,Female,Indian,-
Nirush,A King from the Mahabharat,Male,Indian,-
Nirut,God Fering,Male,Indian,-
Niruthiya,N/A,Female,Indian,-
Nirvaan,Ultimate Bliss,Male,Indian,-
Nirvair,One who is without Enmity,Male,Indian,-
Nirvaira,Without an Enemy,Male,Indian,-
Nirval,Sacred; Pious,Male,Indian,-
Nirvan,Liberation,Male,Indian,-
Nirvana,Deep Silence; Ultimate Bliss,Female,Indian,-
Nirvana,Bliss; Liberation,Male,Indian,-
Nirvani,Goddess of Bliss,Female,Indian,-
Nirvash,Land of Bliss,Male,Indian,-
Nirved,N/A,Male,Indian,-
Nirveli,Water Child,Female,Indian,-
Nirvi,Bliss,Female,Indian,-
Nirvikalpa,Without Thought,Male,Indian,-
Nirvikar,Unchanging,Male,Indian,-
Nirvikara,Unchanging,Male,Indian,-
Nirvikara,She who is Unchanging,Female,Indian,-
Niryuha,Prominence; Chaplet; Crest,Female,Indian,-
Nirzara,Young; Not Becoming Old,Female,Indian,-
Nisa,Lady; Women,Female,Indian,-
Nisagra,Nature,Female,Indian,-
Nisang,Unselfish; Moving Freely,Male,Indian,-
Nisarg,Nature,Male,Indian,-
Nisarga,Nature,Female,Indian,-
Nischal,A Decree; Command,Female,Indian,-
Nischal,Calm,Male,Indian,-
Nischala,N/A,Male,Indian,-
Nischala,Immovable; Fixed,Female,Indian,-
Nischay,Decided,Male,Indian,-
Nischint,Free from Worries,Male,Indian,-
Nischinta,N/A,Male,Indian,-
Nischit,Certain or for Sure,Male,Indian,-
Nischith,Fixed,Male,Indian,-
Nish,Cute,Male,Indian,-
Nisha,Night,Female,Indian,-
Nishaan,Symbol,Male,Indian,-
Nishad,Seventh Note on Indian Musical Scale,Male,Indian,-
Nishadee,Night,Female,Indian,-
Nishadh,Awesome,Male,Indian,-
Nishadha,N/A,Male,Indian,-
Nishadi,Twilight,Female,Indian,-
Nishakant,Husband of Night; Moon,Male,Indian,-
Nishakar,Moon; Lord of Night),Male,Indian,-
Nishal,Lord Shiva; No End,Male,Indian,-
Nisham,Cool,Male,Indian,-
Nishama,Infinite; Matchless,Female,Indian,-
Nishan,Symbol,Male,Indian,-
Nishanath,Moon,Male,Indian,-
Nishandhi,Unique; Uncomparable,Female,Indian,-
Nishant,Dawn,Male,Indian,-
Nishanta,N/A,Male,Indian,-
Nishanth,Peaceful; Dawn,Male,Indian,-
Nishanthi,N/A,Female,Indian,-
Nishar,Warm Cloth,Male,Indian,-
Nisharg,Nature,Male,Indian,-
Nishat,A Tree,Male,Indian,-
Nishay,A Decree; Command,Female,Indian,-
Nishchal,Unshakable,Male,Indian,-
Nishchala,Unwavering,Female,Indian,-
Nishchay,To Decide,Male,Indian,-
Nishchit,Truthful; Genuine; Firm,Male,Indian,-
Nishchith,N/A,Female,Indian,-
Nishedu,N/A,Male,Indian,-
Nisheeta,N/A,Female,Indian,-
Nisheeth,Peaceful; Early Morning; Dawn,Male,Indian,-
Nishesh,Entire,Male,Indian,-
Nishevitha,N/A,Female,Indian,-
Nishi,Alert,Female,Indian,-
Nishika,Honest; Night,Female,Indian,-
Nishika,N/A,Male,Indian,-
Nishikaant,The Moon,Male,Indian,-
Nishikant,Husband of Night; Moon,Male,Indian,-
Nishikanta,The Moon,Female,Indian,-
Nishikanta,The Moon,Male,Indian,-
Nishikar,Moon; Lord of Night,Male,Indian,-
Nishil,Night,Male,Indian,-
Nishila,Queen of Nights,Female,Indian,-
Nishiman,Infinite; Grand,Male,Indian,-
Nishinath,Lord of Night,Male,Indian,-
Nishipal,Moon,Male,Indian,-
Nishipati,Moon,Male,Indian,-
Nishit,Midnight,Male,Indian,-
Nishita,Alert,Female,Indian,-
Nishita,Sharp,Male,Indian,-
Nishith,Night,Male,Indian,-
Nishithini,Night,Female,Indian,-
Nishka,Honest,Female,Indian,-
Nishkalanka,Who is Faultless,Female,Indian,-
Nishkalanka,Without Stain; Faultless,Male,Indian,-
Nishkama,Selfless,Male,Indian,-
Nishkamuka,Desire-less,Female,Indian,-
Nishkarana,Causeless,Male,Indian,-
Nishkarsh,Result,Male,Indian,-
Nishla,Faithful,Female,Indian,-
Nishma,Bright,Female,Indian,-
Nishna,Professionally Skilled,Female,Indian,-
Nishok,Happy,Male,Indian,-
Nishokha,N/A,Male,Indian,-
Nishpar,Boundless; Unlimited,Male,Indian,-
Nishpara,Boundless,Male,Indian,-
Nishra,N/A,Female,Indian,-
Nishree,N/A,Female,Indian,-
Nishta,Desire,Female,Indian,-
Nishtha,Faith; Devotion,Female,Indian,-
Nishtha,Loyal,Male,Indian,-
Nishthha,Diligence,Female,Indian,-
Nishu,God's Most Beautiful Creation,Female,Indian,-
Nishwanth,The Great,Male,Indian,-
Nisita,Night,Female,Indian,-
Nissim,Unbounded,Male,Indian,-
Nissin,Miracle,Male,Indian,-
Nistaranga,Laxmi; One who Moves Like Ocean Waves,Female,Indian,-
Nistha,Firmness,Female,Indian,-
Nistula,Without Equal; Incomparable,Male,Indian,-
Niswarth,No Selfishness,Male,Indian,-
Nisyaanthan,Evening,Male,Indian,-
Nisyanthan,Evening,Male,Indian,-
Nita,Moral,Female,Indian,-
Nitai,Name of Gauranga's Disciple; Name of a Scholar,Male,Indian,-
Nitajtana,Earth; Ganges,Female,Indian,-
Nitalaksha,One who has an Eye on the Forehead,Male,Indian,-
Nitalekshana,One who has an Eye on the Forehead,Male,Indian,-
Nitara,Deep Rooted,Female,Indian,-
Niteesh,God of Law; One Well Versed in Law,Male,Indian,-
Niten,Night,Male,Indian,-
Nitendra,Lord of Policy,Male,Indian,-
Nitesh,Master of the Right Path,Male,Indian,-
Nitha,Carried; Red,Female,Indian,-
Nitheesh,Glows Forever,Male,Indian,-
Nithi,Destiny,Female,Indian,-
Nithi,N/A,Male,Indian,-
Nithik,Master of Justice,Male,Indian,-
Nithila,Beautiful Like Pearl,Female,Indian,-
Nithilam,Pure Like the Pearl,Female,Indian,-
Nithilamani,Honest,Female,Indian,-
Nithilan,Brilliant Like a Pearl,Male,Indian,-
Nithin,Leader of Good Way,Male,Indian,-
Nithini,Principle,Female,Indian,-
Nithiya,N/A,Female,Indian,-
Nithiyakalyani,Faith,Female,Indian,-
Nithiyakumari,Moral,Female,Indian,-
Nithya,Eternal,Male,Indian,-
Nithya,Eternal,Female,Indian,-
Nithyan,God of Law; One Well Versed in Law,Male,Indian,-
Niti,Morality,Female,Indian,-
Nitika,Niti Means Policy,Female,Indian,-
Nitima,Girl of Principles,Female,Indian,-
Nitiman,One Whose Conduct is Based on Wisdom,Male,Indian,-
Nitin,Master of the Right Path,Male,Indian,-
Nitina,N/A,Male,Indian,-
Nitish,Master of the Right Path; Krishana; True Warrior; Mightiest Lord,Male,Indian,-
Nitisha,N/A,Female,Indian,-
Nitnam,One who Ceaselessly Remembers the Lord,Male,Indian,-
Nitnam,One who Ceaselessly Remembers the Lord,Female,Indian,-
Nittien,N/A,Male,Indian,-
Nittn,Start of New Things,Male,Indian,-
Nitu,Similar to Nita,Female,Indian,-
Nitya,Goddess Parvati; Constant,Female,Indian,-
Nitya,Very Good,Male,Indian,-
Nityabuddha,Who is Ever Wise,Female,Indian,-
Nityagopal,Constant,Male,Indian,-
Nityan,Eternal,Male,Indian,-
Nityanand,Perennially Happy,Male,Indian,-
Nityananda,Lord Krishna; Always Happy,Male,Indian,-
Nityanta,Lord Vishnu,Male,Indian,-
Nityapriya,Ever Pleasing,Female,Indian,-
Nityapriya,Ever Pleasing,Male,Indian,-
Nityasha,Eternal Hope,Female,Indian,-
Nityasree,With Eternal Beauty,Female,Indian,-
Nityasri,With Eternal Beauty,Female,Indian,-
Nityasuddha,Who is Eternally Pure,Female,Indian,-
Nityayuj,Always Concentrating,Male,Indian,-
Niva,Sun,Female,Indian,-
Nivaan,Holy,Male,Indian,-
Nivali,Tribute,Female,Indian,-
Nivanshi,Cute Little Baby That Will Be Sweet,Female,Indian,-
Nivas,Resident,Male,Indian,-
Nivash,N/A,Male,Indian,-
Nivat,Compact; Safe; Secure,Male,Indian,-
Nivathi,Gods Gift; Sun's Hot Fire,Female,Indian,-
Nivedan,N/A,Male,Indian,-
Nivedh,Offering to God,Male,Indian,-
Nivedha,Offering Made to God,Female,Indian,-
Nivedhana,N/A,Male,Indian,-
Nivedit,N/A,Male,Indian,-
Nivedita,One Dedicated to Service; Surrendered,Female,Indian,-
Niveditha,Offered to God,Female,Indian,-
Nivedya,N/A,Male,Indian,-
Niveetha,N/A,Female,Indian,-
Niveransh,Moon Rays,Male,Indian,-
Niverta,Bliss,Female,Indian,-
Nivesh,Investment,Male,Indian,-
Nividh,Information,Male,Indian,-
Nivik,N/A,Male,Indian,-
Nivita,Creative,Female,Indian,-
Nivitha,Creative,Female,Indian,-
Nivraj,N/A,Male,Indian,-
Nivranshu,Grace of the Moon,Male,Indian,-
Nivriti,Bliss,Female,Indian,-
Nivritti,Elder Brother of Sant Gyaneshwer,Male,Indian,-
Nivritti,Non-attachment,Female,Indian,-
Nivruti,Ever Good-looking,Male,Indian,-
Nivrutti,Separation from World,Male,Indian,-
Nivya,Freshness,Female,Indian,-
Nixit,Certain,Male,Indian,-
Niya,New Achievement,Female,Indian,-
Niyan,Eye,Male,Indian,-
Niyana,Obedient,Female,Indian,-
Niyanta,N/A,Female,Indian,-
Niyath,Behaviour,Male,Indian,-
Niyathi,Fate; Fortune,Female,Indian,-
Niyati,Fate; Fortune; Supreme Power,Female,Indian,-
Nizhalgal,Shadows,Male,Indian,-
Nkosi,Ruler; From Zulu,Male,Indian,-
Nobita,N/A,Female,Indian,-
Noboya,Name of Goddess Durga,Female,Indian,-
Noel,Christmas; Born on Christmas Day,Male,Indian,-
Nomesh,God,Male,Indian,-
Nona,Ninth,Female,Indian,-
Nonikaa,N/A,Female,Indian,-
Noodan,N/A,Male,Indian,-
Noodanan,N/A,Male,Indian,-
Nooh,A Prophet's Name,Male,Indian,-
Noopur,Anklet,Female,Indian,-
Noor,Attribute of Allah,Male,Indian,-
Noor,Light,Female,Indian,-
Noori,Shining,Female,Indian,-
Noori,Shining,Male,Indian,-
Noorien,Light,Female,Indian,-
Noorisha,Lightness,Female,Indian,-
Noorjehan,Light of the World,Female,Indian,-
Norrshant,N/A,Male,Indian,-
Noshi,Sweet,Female,Indian,-
Nouf,Highest Point on a Mountain,Female,Indian,-
Novika,New,Female,Indian,-
Noyonika,Beautiful Eyes,Female,Indian,-
Nridev,King Amongst Men,Male,Indian,-
Nrideva,N/A,Male,Indian,-
Nrigatam,Strongest Among Men,Male,Indian,-
Nrikesari,N/A,Male,Indian,-
Nrimna,N/A,Male,Indian,-
Nrip,King,Male,Indian,-
Nripa,King,Female,Indian,-
Nripa,King,Male,Indian,-
Nripamala,N/A,Female,Indian,-
Nripendra,King of Kings,Male,Indian,-
Nripesh,King of Kings,Male,Indian,-
Nrisingh,N/A,Male,Indian,-
Nrithya,An Indian Dance Form,Female,Indian,-
Nriti,N/A,Female,Indian,-
Nrity,Dance,Female,Indian,-
Nritya,Dance,Female,Indian,-
Nrupa,Feet of a King,Female,Indian,-
Nrupadh,Feet of a King,Male,Indian,-
Nrupal,King,Male,Indian,-
Nrupen,Emperor,Male,Indian,-
Nrupendra,N/A,Male,Indian,-
Nu,Positive,Male,Indian,-
Nudhar,Gold,Female,Indian,-
Nuguru,N/A,Male,Indian,-
Nuh,The Biblical Noah is the English Language Equivalent; A Prophet's Name,Male,Indian,-
Nuha,Intelligence; Mind,Female,Indian,-
Nukala,N/A,Male,Indian,-
Numair,Panther; Baby Tiger,Male,Indian,-
Numan,Blood; Red,Male,Indian,-
Nuncio,Messenger,Male,Indian,-
Nupoor,Anklet,Female,Indian,-
Nupur,Payal,Female,Indian,-
Nupur,Anklet Containing Tiny Bells or Ghunghroo,Male,Indian,-
Nupura,Anklet,Female,Indian,-
Nuri,Light; My Fire; Shining; Brightness,Male,Indian,-
Nurjahan,Light of the World,Female,Indian,-
Nurjamal,N/A,Male,Indian,-
Nuru,Born During the Day; Light; Bright Color; Born in Daylight,Male,Indian,-
Nusayba,Proper Name,Female,Indian,-
Nushanth,Horizon,Male,Indian,-
Nushi,Sweet; Sanskrit,Female,Indian,-
Nushka,Precious Possession,Female,Indian,-
Nusrat,Help,Female,Indian,-
Nusrath,N/A,Male,Indian,-
Nutan,New,Female,Indian,-
Nutan,New,Male,Indian,-
Nuthan,New,Female,Indian,-
Nuti,Worship; Praise; Reverence,Female,Indian,-
Nutten,New,Female,Indian,-
Nuvesh,Knowledge,Male,Indian,-
Nuwan,N/A,Male,Indian,-
Nuzha,Pleasure Trip; Excursion Spot,Female,Indian,-
Nyaay,Justice,Male,Indian,-
Nyasa,Type of Shakti,Female,Indian,-
Nymisha,Holly Place; Forest,Female,Indian,-
Nyneishia,Indian Princess,Female,Indian,-
Nyota,Warrior,Female,Indian,-
Nysha,Special,Female,Indian,-
Oaghavanth,King,Male,Indian,-
Oaka,Oak Tree; From the Woods,Female,Indian,-
Oasis,Desert,Male,Indian,-
Obalesh,Lord Shiva,Male,Indian,-
Obaleshwar,Shiva,Male,Indian,-
Occhar,N/A,Male,Indian,-
Occhav,N/A,Male,Indian,-
Ochaar,N/A,Male,Indian,-
Odaka,Apple Flavour,Female,Indian,-
Odaka,N/A,Male,Indian,-
Odan,Cloud; Grain Cooked with Milk,Male,Indian,-
Odaniya,Anklet,Female,Indian,-
Odaniya,N/A,Male,Indian,-
Odathi,Refreshing,Female,Indian,-
Odati,Refreshing; The Dawn,Female,Indian,-
Odika,Anklet,Female,Indian,-
Odika,N/A,Male,Indian,-
Odithi,Dawn,Female,Indian,-
Oditi,Dawn,Female,Indian,-
Odoti,Dawn; Refreshing,Female,Indian,-
Oeshi,God's Precious Gift,Female,Indian,-
Ogaan,United,Male,Indian,-
Ogan,Wave,Male,Indian,-
Ogana,United,Male,Indian,-
Ogha,See,Male,Indian,-
Oha,Meditation; True Knowledge,Male,Indian,-
Ohas,Praise,Male,Indian,-
Ohileshwar,Shiva,Male,Indian,-
Ohm,Primordial Sound,Male,Indian,-
Oindrila,Another Name for the Wife of Indra,Female,Indian,-
Oishi,Divine,Female,Indian,-
Oisin,Little; Freckled,Male,Indian,-
Oistin,Venerable; Revered,Male,Indian,-
Oja,Vitality,Female,Indian,-
Oja,Vitality,Male,Indian,-
Ojabala,Having Power,Female,Indian,-
Ojadh,One who Gives Strength,Male,Indian,-
Ojal,Splendour; Vision,Female,Indian,-
Ojal,Vision,Male,Indian,-
Ojan,Wave; Assembles; United,Male,Indian,-
Ojapati,Master of Power; A Deity of Bodhi Tree,Male,Indian,-
Ojas,Energy; Power; Strength,Female,Indian,-
Ojas,Body Strength; Lustre,Male,Indian,-
Ojasin,Strong Powerful,Male,Indian,-
Ojaspati,N/A,Male,Indian,-
Ojasvee,Brave,Female,Indian,-
Ojasvee,Brave,Male,Indian,-
Ojasvi,Bright,Female,Indian,-
Ojasvi,Brave,Male,Indian,-
Ojasvini,Energetic,Female,Indian,-
Ojaswin,Powerful; Radiant,Male,Indian,-
Ojaswinee,Brave; Energetic; Powerful,Female,Indian,-
Ojaswinee,N/A,Male,Indian,-
Ojaswini,Lustrous,Female,Indian,-
Ojaswit,Powerful; Radiant,Male,Indian,-
Ojaswita,Brightness; A Person Symbolic of Brightness,Female,Indian,-
Ojaswitaa,Dawn,Female,Indian,-
Ojasya,Strong; Powerful,Male,Indian,-
Ojayati,Vitality,Female,Indian,-
Ojayati,N/A,Male,Indian,-
Ojayit,Courageous,Male,Indian,-
Ojeeta,Born in the Month of Falgun,Female,Indian,-
Ojesh,Light,Male,Indian,-
Ojishth,Strongest,Male,Indian,-
Ojjaswin,Body Strength,Male,Indian,-
Okal,To Cross,Male,Indian,-
Okas,House; Shelter; Adobe,Male,Indian,-
Okoth,Born when it was Raining; Born During the Rainy Season; From Luo,Male,Indian,-
Okpati,N/A,Male,Indian,-
Okya,Vision,Female,Indian,-
Okya,N/A,Male,Indian,-
Olena,Light,Female,Indian,-
Olevia,N/A,Female,Indian,-
Oli,Courageous,Male,Indian,-
Olichudar,Brilliant,Female,Indian,-
Olikodi,Brilliant,Female,Indian,-
Olimani,Brilliant,Female,Indian,-
Olirmathi,Powerful,Female,Indian,-
Olisudar,N/A,Female,Indian,-
Oliver,Name of Tree which Gives Olive Oil,Male,Indian,-
Olivia,Olive Tree; Elf Army,Female,Indian,-
Olivie,Peace of a Tree,Female,Indian,-
Oliyarasi,Brilliant,Female,Indian,-
Om,Creation,Female,Indian,-
Om,The Sacred Syllable,Male,Indian,-
Oma,Life Giver,Female,Indian,-
Oma,Life Giver,Male,Indian,-
Omaansh,The Sacred Symbol of Om,Male,Indian,-
Omadevii,N/A,Female,Indian,-
Omaha,A Person in Great Joy; Rapture,Male,Indian,-
Omair,Problem Solver,Male,Indian,-
Omaira,Star,Female,Indian,-
Omaja,Result of Spiritual Unity,Female,Indian,-
Omala,Earth,Female,Indian,-
Oman,Giver of Life,Male,Indian,-
Omana,A Woman,Female,Indian,-
Omanand,Joy of Om,Male,Indian,-
Omananda,N/A,Male,Indian,-
Omar,An Era,Male,Indian,-
Omarjeet,Lord of Om,Male,Indian,-
Omaswat,Friendly; Favourable,Male,Indian,-
Omav,Om Avtar; Disciple of the God,Male,Indian,-
Omdearoop,Vishnu,Male,Indian,-
Omeed,Hope,Male,Indian,-
Omeir,Long Living,Male,Indian,-
Omela,N/A,Female,Indian,-
Omesa,Lord of Om,Male,Indian,-
Omesh,Lord of the Om,Male,Indian,-
Omeshwar,Lord of the Om,Male,Indian,-
Omganesh,Lord Ganapathi,Male,Indian,-
Omi,Om Sai,Male,Indian,-
Omid,Hope,Male,Indian,-
Omisha,Goddess of Birth and Death,Female,Indian,-
Omja,Born of Cosmic Unity,Female,Indian,-
Omja,Born of Cosmic Unity,Male,Indian,-
Omjaa,N/A,Male,Indian,-
Omkaar,N/A,Male,Indian,-
Omkar,The Sound of the Sacred Syllable,Male,Indian,-
